review_id,text,current_category,review_category,review_urgency,review_note
255,아이들 등하굣길 통학로에 설치된 노란색 안전 펜스가 군데군데 찌그러지고 파손된 채 날카로운 철사가 삐져나와 있어 지나가는 아이들 옷이 걸리거나 살이 베일 위험이 큽니다. 어린이 보호구역 내의 시설물은 안전이 최우선입니다. 지자체와 협의하시어 파손된 안전 펜스를 즉각 보수하고 튼튼하고 안전한 재질로 전면 교체해 주시기를 강력히 요구하는 바입니다.,시설/환경,시설/환경,높음,
256,운동장 시설와 관련해 안전과 위생 측면에서 확인이 필요합니다. 학생들이 안전하게 이용할 수 있도록 확인해 주시기 바랍니다,시설/환경,시설/환경,높음,
257,과제 안내와 관련해 수업 후 복습 과정에서 기준을 확인하기 어려웠습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,수업/학습 문제,보통,
258,"지난주 학부모 총회 때 담임 선생님의 고압적이고 일방적인 진행 방식에 많은 학부모들이 불쾌감을 느꼈습니다. 학부모들의 질문을 자르거나, '어머니들은 잘 모르시겠지만'이라는 무시하는 듯한 화법은 정말 실망스러웠습니다. 학부모를 교육의 파트너로 존중해 주시고, 앞으로의 간담회나 회의에서는 상호 존중하는 태도를 보여주시기를 건의합니다.",교사 태도/행동,교사 태도/행동,보통,
259,운동장 이용와 관련해 학생이 불안함을 느낀 상황이 있었다고 말했습니다. 재발 방지를 위한 조치와 확인 결과를 알려주시기 바랍니다,생활지도/안전,생활지도/안전,보통,
260,수업 진도와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,수업/학습 문제,보통,
261,수업 중 발언와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,교사 태도/행동,보통,
262,"도덕 시간에 숙제를 안 해온 아이들을 교단 앞으로 불러 세운 뒤, 다른 친구들에게 '이런 게으른 애들은 커서 뭐가 될까?'라며 조롱 섞인 비난을 하셨다고 들었습니다. 과제 미제출에 대한 합당한 벌을 주실 수는 있으나, 인격을 모독하고 급우들 앞에서 공개적으로 수치심을 주는 행위는 교육 폭력이나 다름없습니다. 정중한 사과를 요구합니다.",교사 태도/행동,교사 태도/행동,높음,
263,통학로 상황와 관련해 지도 공백이 생기지 않도록 확인이 필요합니다. 학생 안전을 위해 지도 계획을 점검해 주시기 바랍니다,생활지도/안전,생활지도/안전,높음,
264,과제 안내와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 가정에서도 확인할 수 있는 기준을 공유해 주시면 좋겠습니다,수업/학습 문제,수업/학습 문제,보통,
265,생활 지도와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,교사 태도/행동,보통,
266,급식 온도와 관련해 여러 학생에게 영향을 줄 수 있는 사안으로 보입니다. 급식 운영 기준과 확인 결과를 안내해 주시기 바랍니다,급식,급식,낮음,
267,상담 일정와 관련해 일정과 준비 사항을 다시 확인하고 싶습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
268,운동장 시설와 관련해 여러 학생이 함께 사용하는 공간이라 관리가 필요합니다. 학생들이 안전하게 이용할 수 있도록 확인해 주시기 바랍니다,시설/환경,시설/환경,높음,
269,행정 안내와 관련해 가정에서 확인해야 할 내용이 명확하지 않았습니다. 가정에서도 확인할 수 있도록 추가 공지를 부탁드립니다,기타,기타,낮음,
270,학교 앞 문구점 근처에서 상급생들이 하급생에게 돈을 요구하는 모습을 봤다는 다른 학부모의 제보를 전해 들었습니다. 직접 목격한 것은 아니지만 걱정이 되어 이렇게 말씀드립니다. 등하굣길 주변 지도를 강화해 주시기 바랍니다. 학교폭력 예방 차원에서 정확한 확인을 부탁드립니다.,생활지도/안전,생활지도/안전,높음,
271,학급 안내와 관련해 학생의 입장에서 설명이 조금 더 필요해 보였습니다. 사실관계를 확인한 뒤 필요한 안내를 부탁드립니다,교사 태도/행동,교사 태도/행동,보통,
272,학생 응대와 관련해 가정에서 듣기에 표현의 의도가 충분히 전달되지 않은 것 같습니다. 향후 소통 과정에서 학생이 위축되지 않도록 살펴봐 주시기 바랍니다,교사 태도/행동,교사 태도/행동,보통,
273,식단 안내와 관련해 학생이 식사 과정에서 불편함을 느꼈다고 말했습니다. 학생들이 안심하고 식사할 수 있도록 점검을 부탁드립니다,급식,급식,보통,
274,식단 안내와 관련해 제공 방식에 대해 궁금한 부분이 있습니다. 급식 운영 기준과 확인 결과를 안내해 주시기 바랍니다,급식,급식,낮음,
275,행정 안내와 관련해 안내된 절차에 대해 추가 설명이 필요합니다. 혼란이 없도록 안내 내용을 보완해 주시기 바랍니다,기타,기타,낮음,
276,음식 위생와 관련해 학생이 식사 과정에서 불편함을 느꼈다고 말했습니다. 학생들이 안심하고 식사할 수 있도록 점검을 부탁드립니다,급식,급식,보통,
277,식단 안내와 관련해 가정에서 확인하기에 안내가 조금 더 필요해 보입니다. 급식 운영 기준과 확인 결과를 안내해 주시기 바랍니다,급식,급식,낮음,
278,생활 지도와 관련해 안내 과정에서 오해가 생길 수 있는 표현이 있었다고 생각합니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,교사 태도/행동,보통,
279,수업 진도와 관련해 가정에서 확인하기에 안내 내용이 다소 부족했습니다. 향후 같은 혼란이 없도록 안내 방식을 점검해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
280,교내 이동와 관련해 비슷한 상황이 반복될까 우려됩니다. 관련 상황을 확인하고 필요한 생활지도를 부탁드립니다,생활지도/안전,생활지도/안전,보통,
281,학교 게시판에 부착된 각종 안내문이 오래되어 떨어지거나 색이 바래서 알아보기 힘든 것들이 점점 많아지고 있습니다. 정기적인 게시물 관리가 필요해 보입니다. 최신 정보로 교체하고 꾸준히 관리해 주시기 바랍니다. 작은 부분이지만 학교의 관리 수준을 보여주는 부분인 것 같습니다.,기타,기타,낮음,
282,"도덕 시간에 진행된 찬반 토론에서 소수 의견을 낸 아이들에게 선생님께서 면박을 주셨다는 이야기를 들었습니다. 토론 수업은 다양한 의견을 수용하고 논리적으로 설득하는 과정이어야 하는데, 정답이 정해져 있는 것처럼 유도하시는 것은 부적절하다고 봅니다. 자유롭게 발언할 수 있는 수업 분위기를 조성해 주시기를 간곡히 부탁드립니다.",수업/학습 문제,수업/학습 문제,보통,
283,식단 안내와 관련해 학생이 식사 과정에서 불편함을 느꼈다고 말했습니다. 필요한 경우 가정에도 관련 내용을 공유해 주시면 좋겠습니다,급식,급식,보통,
284,가정통신문와 관련해 학교 운영 방식에 대해 문의드릴 부분이 있습니다. 관련 기준과 절차를 안내해 주시기 바랍니다,기타,기타,낮음,
285,우유 제공와 관련해 제공 방식에 대해 궁금한 부분이 있습니다. 학생들이 안심하고 식사할 수 있도록 점검을 부탁드립니다,급식,급식,보통,
286,체험학습 절차와 관련해 일정과 준비 사항을 다시 확인하고 싶습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
287,화장실 청결와 관련해 안전과 위생 측면에서 확인이 필요합니다. 학생들이 안전하게 이용할 수 있도록 확인해 주시기 바랍니다,시설/환경,시설/환경,높음,
288,저희 아이 반 교탁과 아이들 책걸상이 너무 낡아서 모서리 시트지가 다 벗겨져 있습니다. 튀어나온 합판 가시에 아이들이 긁혀서 옷이 찢어지고 살갗이 벗겨지는 상처를 자주 입고 옵니다. 게다가 의자 다리 길이는 맞지도 않아 덜그럭거린다고 하네요. 아이들 체형과 안전에 맞는 새 책걸상으로 전면 교체해 주시기를 학부모 대표로서 강력히 건의합니다.,시설/환경,시설/환경,높음,
289,최근 급식에 햄이나 소시지 같은 가공식품이 너무 자주 나오는 것 같습니다. 첨가물이 많이 들어간 음식보다는 자연 식재료 위주의 식단이 아이 건강에 더 좋을 것 같아 말씀드립니다. 식단을 구성하실 때 영양 균형을 한 번 더 고려해 주시면 감사하겠습니다. 학부모들의 의견도 함께 반영해 주시면 좋겠습니다.,급식,급식,높음,
290,지도 표현와 관련해 상황을 정확히 확인하고 싶은 부분이 있습니다. 관련 상황에 대해 학교의 설명을 듣고 싶습니다,교사 태도/행동,교사 태도/행동,보통,
291,피드백 방식와 관련해 학생이 상황을 부담스럽게 받아들였다고 말했습니다. 학생이 안정적으로 생활할 수 있도록 지도 방식을 검토해 주시기 바랍니다,교사 태도/행동,교사 태도/행동,보통,
292,통학로 상황와 관련해 학생이 불안함을 느낀 상황이 있었다고 말했습니다. 가정에서도 함께 지도할 수 있도록 안내를 요청드립니다,생활지도/안전,생활지도/안전,낮음,
293,"미술실 세면대 4개 중 3개가 꽉 막혀 물이 전혀 내려가지 않고 있습니다. 물감 묻은 붓과 팔레트를 씻으려다 땟물이 역류하여 아이들 교복 소매가 다 버렸습니다. 찰흙이나 물감 찌꺼기 때문에 배관이 막힌 것 같은데, 뚫어뻥 같은 임시방편 말고 전문 업체를 불러 하수관을 시원하게 뚫어주십시오. 아이들이 쾌적하게 뒷정리를 할 수 있게 도와주세요.",시설/환경,시설/환경,보통,
294,가정통신문와 관련해 학교 운영 방식에 대해 문의드릴 부분이 있습니다. 담당 부서에서 확인 후 답변해 주시면 감사하겠습니다,기타,기타,낮음,
295,보충 학습와 관련해 공지된 내용과 실제 진행 방식이 달라 혼란이 있었습니다. 관련 내용을 다시 안내해 주시기 바랍니다,수업/학습 문제,수업/학습 문제,보통,
296,반찬 구성와 관련해 가정에서 확인하기에 안내가 조금 더 필요해 보입니다. 급식 운영 기준과 확인 결과를 안내해 주시기 바랍니다,급식,급식,낮음,
297,"가정환경 조사서에 부모 직업을 적어 낸 이후부터, 담임 선생님께서 아이를 대하는 태도가 눈에 띄게 달라지셨다고 합니다. 전문직 학부모 자녀에게는 친절하게 대하면서, 그렇지 않은 아이들에게는 함부로 대한다는 소문이 파다합니다. 교사가 학생의 가정 형편이나 부모 직업에 따라 선입견을 품고 차별하는 일은 절대 있어서는 안 될 것입니다.",교사 태도/행동,교사 태도/행동,보통,
298,화장실 청결와 관련해 수업과 학교생활에 지장이 있을 수 있어 보입니다. 조치 예정 시점을 안내해 주시면 감사하겠습니다,시설/환경,시설/환경,보통,
299,상담 일정와 관련해 학부모 입장에서 궁금한 부분이 남아 있습니다. 관련 기준과 절차를 안내해 주시기 바랍니다,기타,기타,낮음,
300,"3학년 1반 교실 창가 쪽 형광등 2개가 며칠째 계속 깜빡거리고 빛이 파르르 떨리는데도 수리가 안 되고 있습니다. 깜빡거리는 불빛 아래서 책을 보면 눈이 금방 시려 시력이 나빠질 뿐만 아니라, 집중력도 크게 떨어집니다. 행정실에 형광등 교체 신청을 여러 번 했다고 하던데 처리가 너무 늦네요. 내일 아침 아이들 등교 전까지 반드시 새 램프로 교체해 주시길 바랍니다.",시설/환경,시설/환경,낮음,
